"id","earnings","occ","ability","age","region","female","education","exp"
7175,4575.5,42,47,45,2,0,8,33
7176,4364,50,32,49,4,0,4,44
7177,4384,33,90,37,2,0,9,22
7178,4144.2,41,55,31,2,1,9,16
7179,5156.25,44,88,33,3,0,15,17
7180,2416.2,3,35,40,4,1,5,28
7181,3624.5,16,57,39,4,0,6,29
7182,3979.25,44,22,42,3,0,2,37
7183,2552.5,7,44,47,4,0,6,37
7184,2926.7,7,81,39,4,1,8,27
7185,2834.7,24,33,48,2,1,3,41
7186,3891.95,28,44,30,1,1,4,24
7187,4685.75,38,53,48,1,0,6,40
7188,3833.75,23,95,33,3,0,11,20
7189,4513.25,42,60,31,1,0,6,21
7190,3288.45,22,28,40,1,1,3,35
7191,2124.25,10,35,40,1,0,5,33
7192,3443.75,11,86,42,1,0,9,32
7193,2419.5,14,40,44,2,0,5,37
7194,3558.95,38,26,37,1,1,2,30
7195,3196.45,10,77,47,3,1,7,35
7196,4014.75,45,25,33,3,0,3,28
7197,4433.5,47,44,40,4,0,4,35
7198,3919.95,34,48,38,3,1,6,28
7199,2802.7,8,71,37,2,1,7,29
7200,4371.2,38,50,38,2,1,8,26
7201,2934.75,17,43,33,3,0,5,26
7202,2243.95,9,48,43,1,1,5,34
7203,4472.95,34,99,39,1,1,12,20
7204,4830.95,49,54,42,3,1,8,32
7205,3396.5,34,30,48,4,0,3,41
7206,4285.95,32,58,47,3,1,6,34
7207,2611.95,2,47,49,1,1,7,36
7208,4123.25,30,72,37,3,0,9,21
7209,2740.75,12,52,42,1,0,7,34
7210,4197.25,30,87,33,1,0,14,15
7211,3170,15,69,33,4,0,9,20
7212,2995.95,2,71,39,3,1,12,20
7213,4520,31,71,46,4,0,11,28
7214,3117.95,3,88,44,1,1,15,24
7215,2835.5,6,42,48,4,0,7,39
7216,2322.25,9,53,34,1,0,6,27
7217,3109,27,23,32,4,0,2,28
7218,4430.7,27,68,39,2,1,11,23
7219,4330.7,34,56,42,2,1,7,31
7220,3765.75,33,60,46,3,0,9,34
7221,2232.25,4,47,39,1,0,6,27
7222,4638.75,36,83,47,1,0,14,32
7223,2597.95,12,29,34,1,1,3,24
7224,4137.95,22,61,47,1,1,8,32
7225,3689.7,9,88,46,2,1,14,25
7226,5532.5,50,93,43,2,0,9,31
7227,3411.2,36,34,31,4,1,4,26
7228,4614,36,64,49,4,0,6,38
7229,3568.5,28,47,45,4,0,7,35
7230,5566,47,65,43,2,0,10,26
7231,5513.75,41,99,34,3,0,15,18
7232,4499.75,38,66,45,3,0,11,28
7233,4344.5,31,59,46,4,0,10,33
7234,4413.2,28,94,40,4,1,15,24
7235,2657.75,19,20,36,3,0,2,32
7236,5498.95,42,83,45,1,1,12,32
7237,4068.45,40,40,40,1,1,7,27
7238,2200.45,6,33,48,1,1,3,43
7239,2934,4,44,45,2,0,6,34
7240,3326.45,15,75,46,3,1,7,37
7241,3946.95,22,92,34,1,1,15,12
7242,3405.45,27,67,38,1,1,7,29
7243,4422.45,31,75,30,1,1,8,15
7244,5055.25,46,74,46,3,0,11,33
7245,3801.5,24,50,30,4,0,7,21
7246,2195.5,5,43,36,2,0,5,27
7247,2801.7,3,96,38,4,1,15,17
7248,5099.7,49,98,36,4,1,11,19
7249,4386.7,42,61,37,2,1,7,27
7250,4757.5,42,86,36,4,0,15,17
7251,2986.75,30,21,40,3,0,2,32
7252,5738.5,52,82,48,2,0,11,35
7253,3854.25,30,38,43,3,0,4,33
7254,4365.25,30,80,35,3,0,8,23
7255,3615.45,41,31,45,3,1,3,37
7256,3737.95,20,59,45,3,1,9,34
7257,4645.75,32,75,31,3,0,10,14
7258,3200.95,9,69,37,1,1,12,22
7259,5525,46,98,35,4,0,14,16
7260,2404.25,11,27,37,3,0,3,33
7261,3532.5,30,26,40,2,0,2,35
7262,4146.2,43,43,36,2,1,6,24
7263,4124.95,43,46,44,3,1,6,34
7264,4737.45,45,30,41,1,1,3,33
7265,4558.7,39,74,34,4,1,12,21
7266,3025.5,18,38,46,2,0,6,35
7267,4097,21,83,45,2,0,14,30
7268,2784.25,7,75,40,1,0,10,29
7269,3481,32,42,38,2,0,5,32
7270,3210.95,26,37,37,1,1,6,26
7271,3298.75,29,48,39,1,0,6,30
7272,5494.75,47,76,40,1,0,9,30
7273,2708,20,26,46,4,0,3,38
7274,3214.95,18,40,41,3,1,6,28
7275,3027.2,16,46,48,4,1,5,40
7276,3248.95,35,22,49,1,1,2,44
7277,3605.5,3,91,43,2,0,15,23
7278,3133.7,10,84,32,2,1,9,19
7279,2795.2,3,66,35,4,1,7,24
7280,4303,37,79,47,2,0,8,32
7281,4161.25,31,65,47,3,0,6,35
7282,2346,14,20,37,2,0,3,32
7283,4819.7,50,76,30,2,1,8,15
7284,4005.5,15,99,42,4,0,15,23
7285,5476.25,51,71,47,3,0,12,31
7286,2335.2,12,28,44,2,1,3,36
7287,2395,3,63,45,2,0,9,34
7288,3734.5,21,88,36,2,0,15,17
7289,2716.25,10,63,48,1,0,8,37
7290,3992.7,33,23,42,4,1,3,35
7291,3712.45,17,64,41,3,1,6,33
7292,4377.7,37,66,48,4,1,10,33
7293,3479.45,17,73,38,1,1,10,23
7294,2971.7,4,71,48,2,1,10,37
7295,4749.95,46,25,49,1,1,3,40
7296,2867.45,14,24,34,3,1,3,25
7297,2114.95,10,31,32,3,1,5,26
7298,2128,3,37,46,4,0,4,40
7299,4309.2,36,75,41,4,1,7,32
7300,4255,44,27,47,2,0,4,40
7301,4987.75,32,97,32,1,0,13,16
7302,2913.75,12,65,31,1,0,11,18
7303,5498.95,51,96,40,3,1,10,28
7304,3317.7,14,58,34,4,1,8,21
7305,3335.5,28,28,48,4,0,4,41
7306,4770.7,37,68,44,4,1,10,33
7307,3932.25,21,95,43,3,0,10,31
7308,4521.75,46,54,39,3,0,8,30
7309,3699,14,65,40,2,0,8,28
7310,2458.25,1,38,37,1,0,4,29
7311,4999,47,83,45,4,0,14,30
7312,2675.25,2,82,30,1,0,10,13
7313,3316.7,25,29,34,4,1,4,23
7314,4807.2,45,48,41,2,1,4,30
7315,3809.7,34,58,38,4,1,8,27
7316,4115.2,45,40,40,2,1,4,32
7317,5081.95,52,92,39,1,1,10,24
7318,4505.45,26,77,39,1,1,11,25
7319,4531.5,50,22,42,4,0,2,33
7320,4207.95,36,41,43,3,1,4,36
7321,3481.5,23,50,33,4,0,5,21
7322,2926,18,33,30,2,0,5,18
7323,2941,12,73,32,2,0,9,20
7324,3940,21,85,46,4,0,10,32
7325,4617.75,23,96,46,1,0,16,28
7326,2222.25,18,20,44,1,0,2,41
7327,2432.7,7,66,35,2,1,7,27
7328,3103.7,7,55,36,2,1,9,23
7329,2691.45,13,49,48,3,1,7,37
7330,4111.25,37,27,41,1,0,4,33
7331,4115,48,22,34,2,0,2,26
7332,2792,7,58,47,2,0,10,36
7333,3312.75,4,85,41,1,0,13,24
7334,1853.95,8,30,46,1,1,3,40
7335,3881.25,20,70,40,3,0,8,27
7336,3286.2,26,35,47,4,1,5,38
7337,3427.5,11,53,45,4,0,7,35
7338,4631.5,44,25,39,2,0,4,33
7339,4050.2,32,89,38,4,1,8,26
7340,2456.25,5,32,39,3,0,4,29
7341,2589,22,28,30,2,0,3,24
7342,4881.95,43,70,40,1,1,7,30
7343,4684.5,45,36,40,4,0,5,33
7344,2957.7,21,58,35,2,1,9,25
7345,2571.5,16,28,30,2,0,4,19
7346,4695.2,32,94,38,2,1,10,22
7347,3078.95,23,55,33,1,1,8,18
7348,3156.75,28,35,39,3,0,5,30
7349,4581.95,45,39,49,3,1,6,38
7350,5232.45,46,68,39,3,1,7,29
7351,4871.75,50,65,49,3,0,9,36
7352,2930.75,6,67,44,1,0,8,30
7353,4920.2,35,86,45,4,1,9,32
7354,4713.5,31,85,43,4,0,12,29
7355,5684.7,39,98,46,4,1,12,27
7356,3226.25,8,51,41,3,0,7,29
7357,2920.95,11,48,45,3,1,5,34
7358,3816.75,36,20,43,1,0,2,40
7359,5003.5,37,71,39,4,0,11,23
7360,2056.45,7,46,33,1,1,6,25
7361,3511.75,22,53,48,1,0,6,36
7362,3584.2,42,34,35,2,1,3,28
7363,2110.95,13,20,41,3,1,2,34
7364,2654.7,21,31,33,4,1,3,27
7365,4519.2,38,47,38,4,1,7,30
7366,3589,14,61,35,2,0,9,20
7367,3413.25,8,81,38,3,0,10,23
7368,4087.7,21,76,45,4,1,9,35
7369,3294.25,3,89,37,1,0,11,21
7370,4990.25,47,38,41,3,0,5,31
7371,1933.2,4,20,44,2,1,2,38
7372,3750.2,34,48,49,4,1,7,40
7373,3884.2,32,68,44,4,1,9,30
7374,4949.5,45,46,44,4,0,7,33
7375,4233.45,30,96,30,1,1,14,11
7376,3755,25,93,36,2,0,10,20
7377,4196.7,25,48,49,4,1,7,35
7378,4098.75,13,82,45,1,0,14,28
7379,4938,40,77,42,2,0,11,26
7380,2602.75,4,73,35,3,0,10,24
7381,3342.5,21,29,34,2,0,3,27
7382,4921,44,63,31,2,0,6,18
7383,2263,2,40,42,2,0,5,34
7384,4765.25,47,39,30,3,0,5,23
7385,4439.95,23,88,34,3,1,13,14
7386,2186.5,2,21,33,2,0,2,25
7387,3219.2,25,53,49,2,1,6,40
7388,4131.2,31,76,37,4,1,13,20
7389,3924.2,28,76,32,4,1,10,18
7390,4008.45,20,92,34,1,1,16,11
7391,2980.2,16,47,37,2,1,5,28
7392,3940,26,68,41,4,0,9,26
7393,4452.75,45,38,30,1,0,6,22
7394,2758.95,22,20,34,1,1,2,26
7395,3588.2,18,61,36,2,1,6,24
7396,4465.7,49,59,33,2,1,6,21
7397,2764.45,23,30,42,1,1,4,33
7398,3209.7,23,24,47,2,1,2,41
7399,4881,47,47,45,2,0,4,36
7400,2797.5,8,83,41,2,0,13,27
7401,3291.95,28,53,37,3,1,6,24
7402,5178,39,99,30,4,0,15,14
7403,3876.95,43,21,44,3,1,2,36
7404,4905.45,34,94,31,1,1,13,13
7405,2977.95,9,37,39,3,1,5,32
7406,4205.45,33,84,44,1,1,12,29
7407,3538.95,30,27,47,3,1,3,40
7408,2617.75,8,53,30,3,0,7,20
7409,3664.95,30,43,35,3,1,7,22
7410,2797.75,23,21,44,3,0,3,40
7411,3774,12,78,45,2,0,8,30
7412,3112.7,30,25,44,4,1,4,33
7413,4356.25,46,54,36,1,0,5,25
7414,2830.25,23,40,32,1,0,4,21
7415,5121,51,82,45,2,0,13,30
7416,5045.75,49,72,49,3,0,8,36
7417,3580.2,15,88,44,4,1,15,28
7418,3385.2,22,56,30,4,1,9,20
7419,3955.5,41,27,36,2,0,4,27
7420,3999.75,18,72,48,3,0,11,36
7421,2612.5,2,63,47,4,0,6,35
7422,5335,48,71,33,2,0,12,20
7423,3167,27,48,38,2,0,5,28
7424,5120.95,44,84,43,3,1,9,28
7425,4538.7,48,32,35,4,1,5,25
7426,5786.2,44,91,37,4,1,16,20
7427,3319.2,12,88,44,2,1,11,30
7428,4576.45,46,69,35,1,1,7,25
7429,3650.45,38,38,43,1,1,5,35
7430,4314.75,14,92,44,1,0,16,24
7431,4396.7,46,43,47,4,1,5,35
7432,4678.75,40,57,32,3,0,9,22
7433,4750.2,44,81,32,2,1,13,12
7434,1880,3,20,49,4,0,2,46
7435,1993.2,2,52,38,4,1,7,24
7436,3555,36,39,46,4,0,6,38
7437,2551.25,10,34,37,1,0,5,31
7438,5467.5,47,75,40,4,0,9,25
7439,2781.75,6,83,33,1,0,14,18
7440,4354.2,35,45,35,2,1,5,24
7441,3433.25,23,62,49,1,0,11,33
7442,4934.45,45,78,32,1,1,8,17
7443,2619.5,8,64,41,4,0,7,31
7444,3265.95,3,75,37,3,1,9,24
7445,4292.95,26,82,33,3,1,9,20
7446,3271.95,32,36,36,3,1,4,28
7447,2604.25,5,64,47,3,0,7,39
7448,3404.75,40,20,41,1,0,2,34
7449,3348,8,70,43,2,0,9,28
7450,3657.7,19,57,44,2,1,9,29
7451,3629.7,19,66,47,2,1,11,33
7452,3830.25,28,69,35,3,0,10,23
7453,2558.75,9,74,32,3,0,8,20
7454,1922.2,9,24,30,2,1,3,24
7455,3287.25,24,58,36,1,0,10,23
7456,4598.45,45,37,35,3,1,4,25
7457,4290.7,35,31,47,2,1,4,39
7458,3633.7,28,64,44,4,1,6,37
7459,5664.25,51,83,31,3,0,13,13
7460,3586.75,24,86,43,1,0,10,32
7461,3339.45,24,45,44,1,1,4,33
7462,3241.2,23,29,35,4,1,4,28
7463,5434.25,50,55,48,3,0,6,35
7464,3983,44,40,35,4,0,6,22
7465,3496.2,31,35,35,4,1,4,26
7466,3927.5,28,49,41,2,0,5,35
7467,2175.95,16,22,43,1,1,3,36
7468,4383.2,45,24,34,2,1,2,30
7469,2778.5,5,35,44,2,0,5,33
7470,4472.75,42,28,37,3,0,3,32
7471,4038.45,31,68,42,1,1,9,29
7472,2529.7,4,75,30,2,1,9,15
7473,4603.5,34,98,42,4,0,13,25
7474,4530.75,39,84,42,1,0,8,28
7475,2729,12,60,39,4,0,7,28
7476,3266.2,28,43,49,4,1,5,42
7477,3237.45,17,73,44,1,1,13,27
7478,1987.7,7,21,48,4,1,2,41
7479,2193.5,1,57,41,2,0,5,29
7480,4304.7,30,75,42,2,1,9,29
7481,3994.75,36,35,48,3,0,3,42
7482,4617.2,40,69,35,2,1,11,20
7483,3037.95,13,50,31,3,1,6,24
7484,4799.45,49,62,48,3,1,10,37
7485,4334.75,33,60,41,1,0,8,30
7486,1738.75,5,25,41,3,0,2,34
7487,3822.2,23,60,47,2,1,9,36
7488,2707.45,4,57,31,1,1,5,19
7489,2436.45,14,26,42,3,1,4,37
7490,4083.95,33,56,46,1,1,9,32
7491,3058.45,13,65,35,1,1,9,21
7492,4875.5,34,94,42,2,0,15,25
7493,2921,5,74,48,2,0,12,32
7494,4106,34,49,41,4,0,8,30
7495,5380.7,37,96,39,4,1,15,23
7496,2196.45,17,20,38,1,1,3,33
7497,3245.25,5,97,33,3,0,12,17
7498,3443.45,28,55,49,1,1,6,41
7499,2521.5,2,75,33,2,0,8,19
7500,2369.75,10,61,33,1,0,7,22
7501,4779.5,31,87,46,2,0,12,31
7502,3454.25,27,45,49,3,0,5,39
7503,3441.7,32,23,44,4,1,3,35
7504,3984.45,25,47,44,3,1,6,35
7505,4038.25,33,48,32,1,0,6,25
7506,3864.45,37,37,35,3,1,5,29
7507,3199.75,14,60,47,3,0,6,38
7508,3935.95,32,53,39,3,1,6,26
7509,3755.45,38,58,33,1,1,6,21
7510,4238.95,41,39,41,1,1,5,32
7511,3345.75,26,43,36,1,0,6,28
7512,4439.5,24,92,43,2,0,11,25
7513,3215.25,8,67,45,1,0,11,31
7514,4575.7,35,81,36,2,1,13,19
7515,3582.25,32,53,48,1,0,6,35
7516,3898.45,36,32,30,3,1,4,21
7517,4637.95,43,57,42,1,1,10,26
7518,4993.7,50,44,48,2,1,6,37
7519,1934.45,2,52,39,1,1,5,31
7520,3402.95,15,69,48,1,1,9,34
7521,3800.7,22,95,35,2,1,13,15
7522,2704.25,7,52,35,1,0,7,25
7523,2505.25,12,33,34,1,0,5,23
7524,4252.7,37,41,32,4,1,4,21
7525,2432.5,18,24,31,4,0,2,27
7526,4699.25,36,79,47,3,0,10,33
7527,3355.7,15,86,44,4,1,10,27
7528,3614.75,14,69,32,3,0,9,20
7529,2584.75,11,46,30,3,0,4,22
7530,2445.7,4,32,31,4,1,5,21
7531,4753.45,41,85,40,3,1,9,25
7532,3106.95,9,74,33,3,1,8,18
7533,3920.2,26,68,33,2,1,10,18
7534,5082.5,44,60,45,4,0,6,35
7535,3724.5,34,52,47,2,0,6,39
7536,3917.45,12,99,32,1,1,15,13
7537,5033.95,51,69,47,3,1,9,34
7538,3527.95,17,96,48,3,1,13,34
7539,3488.95,36,20,38,1,1,2,30
7540,2983.45,14,81,31,3,1,13,11
7541,4855.5,46,48,49,2,0,6,39
7542,5009.7,49,48,31,2,1,5,23
7543,3143,4,83,36,2,0,13,16
7544,4193.95,31,67,44,1,1,9,30
7545,3434.5,16,92,49,4,0,13,35
7546,4022.25,40,41,47,1,0,5,39
7547,2628.25,4,47,38,1,0,6,27
7548,2402.95,13,44,48,1,1,5,42
7549,2426.2,6,51,47,4,1,9,32
7550,4440.5,43,56,46,2,0,8,31
7551,2381,10,33,42,4,0,3,36
7552,2257.2,2,67,41,4,1,6,30
7553,4143.25,40,69,38,1,0,10,27
7554,4652.25,39,73,49,1,0,12,31
7555,3095,24,44,38,4,0,6,28
7556,3734,12,69,40,4,0,10,28
7557,2944.95,10,41,39,3,1,4,32
7558,2156.45,7,50,33,1,1,5,25
7559,2027,3,32,36,4,0,3,26
7560,3310.95,16,83,41,1,1,10,24
7561,5890.45,52,97,35,3,1,13,21
7562,4945.2,49,52,43,4,1,8,34
7563,4205.5,36,32,47,2,0,5,35
7564,4564.75,47,40,41,3,0,5,30
7565,2071.45,2,50,49,3,1,6,41
7566,5040.45,51,57,30,1,1,8,17
7567,2592.7,5,54,38,4,1,6,31
7568,4947.95,44,44,48,3,1,4,38
7569,4749.5,44,49,45,4,0,8,31
7570,4846.5,46,45,48,2,0,5,37
7571,3891.7,31,45,45,2,1,4,39
7572,5053.5,47,59,36,2,0,10,21
7573,3826.5,29,62,31,2,0,9,15
7574,4139.7,20,98,38,4,1,16,17
7575,3699.2,27,38,31,4,1,6,22
7576,4651.5,38,85,33,2,0,10,21
7577,4401.95,42,31,48,3,1,3,44
7578,1985.2,4,37,39,2,1,5,32
7579,3933.45,34,67,30,1,1,11,17
7580,4294.7,32,94,35,4,1,14,17
7581,3254.95,32,21,39,3,1,2,34
7582,5046,47,93,33,2,0,10,20
7583,3625.7,39,43,33,4,1,5,25
7584,4783.7,46,69,41,2,1,8,29
7585,4066.25,36,51,36,3,0,5,25
7586,3075.75,8,66,42,3,0,9,32
7587,3353,27,34,41,2,0,3,36
7588,1731.5,2,31,41,4,0,3,33
7589,3368,29,33,44,4,0,3,36
7590,4861.7,46,64,37,4,1,11,21
7591,3968.45,32,54,30,3,1,8,19
7592,4328.7,34,96,31,2,1,17,9
7593,4117.45,46,45,40,1,1,4,33
7594,4232.7,39,39,43,2,1,3,39
7595,4373.45,36,67,48,3,1,11,35
7596,4184.45,42,44,42,3,1,5,35
7597,2508.75,18,32,45,1,0,4,34
7598,2655.75,13,34,48,1,0,3,40
7599,2078.75,1,42,39,3,0,7,30
7600,4551.75,36,47,44,1,0,7,36
7601,3058,10,45,35,4,0,8,22
7602,4221,33,84,34,4,0,14,14
7603,5277,50,88,36,2,0,13,16
7604,2853.7,14,22,34,2,1,2,27
7605,3019,12,29,37,4,0,3,28
7606,2549.7,12,62,35,2,1,6,27
7607,2732.45,3,66,30,3,1,11,17
7608,3844.25,31,59,48,1,0,8,33
7609,4502.2,44,21,34,4,1,2,28
7610,3769.5,37,54,33,4,0,8,21
7611,3315.2,13,89,43,2,1,15,26
7612,4211.2,27,74,32,2,1,11,16
7613,2448.5,8,32,38,2,0,5,27
7614,5081.7,43,94,32,4,1,11,15
7615,4451.95,21,83,49,3,1,9,34
7616,5042,46,64,38,4,0,9,26
7617,2091.2,6,22,38,2,1,3,34
7618,4188.45,36,60,38,3,1,9,23
7619,5110,43,71,45,4,0,10,32
7620,4610,40,89,39,4,0,15,18
7621,4662.75,50,66,41,1,0,8,32
7622,4605.25,35,78,49,3,0,9,39
7623,2658.25,18,30,47,3,0,3,37
7624,4734.7,50,62,33,2,1,10,21
7625,3899,29,78,30,2,0,11,12
7626,2734,8,87,30,4,0,13,12
7627,5200.7,43,77,43,4,1,9,31
7628,4619.45,33,68,42,1,1,8,27
7629,3384.25,29,64,31,1,0,7,23
7630,4504,48,30,39,4,0,5,30
7631,2801.25,13,42,44,3,0,6,31
7632,3680.75,46,25,32,1,0,4,26
7633,2515.7,16,26,41,4,1,3,35
7634,4651.25,28,91,41,1,0,13,21
7635,4647.25,45,69,40,1,0,8,27
7636,2816.5,12,65,46,2,0,10,31
7637,3933,22,61,36,4,0,10,22
7638,3881.45,27,91,35,3,1,10,19
7639,4949,39,59,43,4,0,8,30
7640,4544.2,43,26,44,4,1,4,36
7641,5059.75,45,61,41,1,0,8,26
7642,4388,45,57,31,2,0,9,20
7643,4342.95,41,69,40,1,1,11,24
7644,2536,17,38,37,4,0,4,30
7645,4294.5,41,50,40,4,0,5,29
7646,2232.7,5,36,36,2,1,6,23
7647,1871.2,1,38,37,4,1,5,30
7648,3276.7,31,20,47,2,1,2,41
7649,3815.75,8,89,45,1,0,14,28
7650,3263.45,26,23,39,1,1,3,33
7651,3535.45,14,93,39,1,1,11,21
7652,3322.45,24,25,41,1,1,4,33
7653,3902.75,42,25,34,1,0,2,30
7654,3115.25,23,25,43,3,0,3,39
7655,2474,4,63,30,2,0,9,20
7656,5130.2,48,50,38,4,1,8,24
7657,4183.25,26,98,43,3,0,17,25
7658,4229.5,20,98,31,2,0,10,19
7659,5425,41,89,40,2,0,10,26
7660,1668.5,1,43,34,2,0,4,25
7661,5413.2,52,90,47,2,1,11,32
7662,3035.45,11,75,45,3,1,7,33
7663,2362.25,3,43,49,3,0,4,41
7664,3236.45,15,98,37,1,1,11,21
7665,2391.75,9,37,36,3,0,4,26
7666,2856.7,7,62,40,2,1,8,27
7667,4448.75,33,55,45,1,0,8,34
7668,3792.5,34,64,44,2,0,7,31
7669,4268.45,42,63,46,3,1,8,37
7670,1746.45,6,25,42,1,1,3,33
7671,4782.7,39,78,39,2,1,11,25
7672,4055.5,36,40,38,2,0,4,33
7673,3645.75,30,40,36,1,0,6,28
7674,3694.75,34,54,34,1,0,8,20
7675,5137.5,51,77,44,2,0,11,29
7676,1924.5,9,28,42,2,0,3,37
7677,3970.7,27,78,36,4,1,9,21
7678,2435.25,6,20,31,1,0,2,25
7679,2880.75,15,31,33,1,0,3,28
7680,4287.2,35,55,39,2,1,6,32
7681,4448.2,21,95,35,4,1,10,20
7682,3165,9,89,37,2,0,9,24
7683,2806,13,44,37,4,0,5,30
7684,3516.95,14,57,37,3,1,9,24
7685,4735.2,31,96,45,2,1,12,26
7686,4216.45,34,34,37,1,1,5,29
7687,5238.75,46,89,42,3,0,9,30
7688,4368.7,37,43,41,2,1,6,29
7689,4053.7,23,73,47,2,1,12,29
7690,3151.2,15,67,37,4,1,11,24
7691,2689.75,4,55,40,3,0,9,28
7692,5785.25,44,86,45,1,0,13,25
7693,4272.95,48,21,40,1,1,3,30
7694,3533.2,18,46,45,4,1,6,38
7695,3914.75,25,76,33,3,0,8,24
7696,4252.2,22,88,35,4,1,10,18
7697,3023.5,8,78,46,2,0,8,33
7698,4519.95,24,94,32,1,1,16,14
7699,3320,20,25,37,4,0,2,32
7700,3117.2,16,25,40,2,1,4,30
7701,4392.95,50,44,45,1,1,4,40
7702,4835.7,36,87,37,4,1,10,25
7703,3883.75,45,27,39,3,0,2,32
7704,2880.75,15,78,30,3,0,9,14
7705,4917,45,87,33,2,0,8,18
7706,4811.75,36,78,33,1,0,12,16
7707,4336.2,32,70,49,2,1,8,36
7708,3798.75,38,60,32,3,0,6,20
7709,3204.5,37,24,37,4,0,2,33
7710,4412.5,49,34,38,4,0,5,27
7711,2451.75,13,28,33,3,0,4,26
7712,4568.2,49,52,41,4,1,8,28
7713,3749,40,35,43,2,0,5,34
7714,2106.45,12,33,38,1,1,4,33
7715,3178.45,23,37,37,1,1,5,31
7716,3710.2,26,83,47,4,1,8,38
7717,5125.7,51,78,45,2,1,7,31
7718,3364.5,8,83,35,4,0,11,19
7719,2765.5,5,73,34,4,0,10,23
7720,3577.5,36,35,39,2,0,6,27
7721,3625.7,10,98,36,4,1,13,21
7722,2129.5,2,43,47,4,0,6,39
7723,5317.5,38,89,49,2,0,13,31
7724,2477.95,11,47,48,3,1,5,36
7725,2983.25,4,77,35,1,0,11,21
7726,3524.45,9,99,45,1,1,10,29
7727,3221.2,32,27,43,4,1,2,36
7728,4106.25,35,56,34,1,0,8,25
7729,2190,2,44,36,4,0,7,24
7730,2970,18,54,46,4,0,6,34
7731,3669.7,20,49,45,4,1,5,37
7732,3250.45,7,89,42,3,1,10,25
7733,4758.75,40,63,45,3,0,10,30
7734,4119.95,28,53,37,3,1,7,26
7735,3316.45,7,95,37,1,1,15,21
7736,4002.7,32,50,43,4,1,5,37
7737,5018.5,38,85,48,4,0,14,33
7738,3658.75,9,69,47,3,0,11,34
7739,4847.45,47,37,41,1,1,5,31
7740,3357.45,23,57,40,3,1,7,29
7741,3845,28,30,48,2,0,3,38
7742,4225.25,40,50,47,1,0,5,37
7743,4607.45,36,73,33,1,1,10,19
7744,2573.95,6,37,49,3,1,6,36
7745,4023.45,30,95,34,1,1,16,13
7746,4295.25,46,48,47,1,0,5,39
7747,3435.2,23,59,39,2,1,5,28
7748,2635.2,16,26,36,2,1,3,26
7749,3071.45,16,50,49,1,1,7,35
7750,4534.2,46,30,45,2,1,4,38
7751,5695.5,52,86,34,2,0,13,19
7752,4828.45,21,99,48,3,1,15,29
7753,4202.2,30,82,43,4,1,14,24
7754,3079.7,30,20,47,4,1,3,39
7755,4143.5,39,22,44,2,0,3,39
7756,4587.25,37,47,35,1,0,7,23
7757,4711,41,97,32,4,0,11,16
7758,4114.45,32,36,36,3,1,5,25
7759,2715.45,11,40,34,1,1,4,25
7760,3623.7,40,37,38,4,1,4,31
7761,3509.5,19,38,42,2,0,6,35
7762,4347.25,22,96,32,3,0,15,13
7763,4736.45,43,90,36,1,1,13,17
7764,3550.7,13,61,36,2,1,9,21
7765,4770.25,49,36,37,1,0,6,27
7766,3414.5,8,74,31,2,0,12,13
7767,5209,42,97,48,4,0,11,36
7768,3222.25,37,24,34,1,0,3,27
7769,5112.2,48,45,36,4,1,5,28
7770,4776.5,40,52,41,2,0,5,29
7771,3675,31,35,48,2,0,5,40
7772,3307.2,8,78,43,4,1,10,26
7773,2527.7,4,61,44,4,1,8,35
7774,4516.25,44,36,45,3,0,5,35
7775,2898.25,6,68,35,1,0,11,21
7776,3467.5,17,92,32,4,0,14,13
7777,4308.2,47,35,40,2,1,4,30
7778,3213.95,21,26,40,1,1,4,30
7779,5122.2,44,97,48,2,1,13,32
7780,3819.45,25,50,39,3,1,5,33
7781,2970.2,20,55,36,2,1,7,22
7782,3921.25,34,67,42,3,0,7,29
7783,2587.95,2,63,38,1,1,9,24
7784,2776.7,5,56,40,4,1,9,29
7785,2816.75,4,74,42,1,0,10,30
7786,2854.2,9,51,43,2,1,7,32
7787,3395.5,14,93,48,2,0,14,31
7788,4398.7,35,99,30,2,1,15,11
7789,4046.45,12,91,44,1,1,12,31
7790,2887.45,23,26,43,3,1,4,35
7791,2206.5,6,29,34,4,0,4,25
7792,3479.25,3,80,46,3,0,13,31
7793,5071.2,32,82,44,2,1,14,28
7794,3377.45,27,22,32,1,1,3,25
7795,3608.75,9,96,45,3,0,11,32
7796,5304.45,43,70,43,1,1,9,29
7797,3891,46,33,34,2,0,5,24
7798,3964,36,25,43,4,0,4,38
7799,4503.45,47,35,37,3,1,5,25
7800,4046.7,27,79,47,4,1,12,31
7801,3604.7,21,53,38,2,1,6,27
7802,4188.75,27,68,44,3,0,11,30
7803,3110.45,12,46,49,1,1,5,37
7804,1605.25,1,37,33,1,0,6,25
7805,3205,12,50,44,4,0,7,36
7806,2336,7,37,31,4,0,6,20
7807,4149.5,28,93,34,2,0,10,21
7808,5738.7,50,95,39,4,1,12,23
7809,3754.95,28,38,38,3,1,5,32
7810,5347.45,39,93,36,3,1,13,19
7811,3073.2,7,56,43,4,1,8,28
7812,3919.5,20,94,32,4,0,12,15
7813,3008.75,10,49,47,1,0,7,36
7814,4044.75,26,63,45,1,0,9,34
7815,3804.95,23,55,44,1,1,8,32
7816,4870.5,47,71,32,4,0,12,17
